,Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Сопредельное государство
9764,Посинь,Псковский,56.341761,28.248432,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,нет,Латвийская Республика
9766,Поярково,Хабаровский,49.614111,128.680416,ДФО,СПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9771,Псков,Псковский,57.814291,28.326674,СЗФО,РПП,0,2018,Грузы в тоннах,установлен,нет,Эстонская Республика
9773,Пыталово,Псковский,57.0645000003278,27.9111000001431,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Латвийская Республика
9780,Рыбачий,Калининградский,55.1583999991417,20.8500000014901,СЗФО,РПП,0,2018,Грузы в тоннах,установлен,да,Литовская Республика
9783,Сагарчин,Уральский,50.857938,56.142094,ПФО,АПП,296498,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9784,Салла,Мурманский,66.944902,29.038847,СЗФО,АПП,72027,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9786,Санкт-Петербург-Финляндский,Санкт-Петербургский,59.955817,30.356343,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9790,Светлый,Уральский,50.710306,61.02061,ПФО,АПП,7499,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9791,Светогорск,Санкт-Петербургский,61.123856,28.841682,СЗФО,АПП,669635,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9792,Светогорск,Санкт-Петербургский,61.118075,28.845818,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9793,Себеж,Псковский,56.3053999990225,28.4697999991477,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Латвийская Республика
9797,Скангали,Псковский,56.8999,27.743,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,нет,Латвийская Республика
9798,Сковородино,Хабаровский,53.441899,123.967124,ДФО,СПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9799,Советск,Калининградский,55.082342,21.903888,СЗФО,АПП,145809,2018,Грузы в тоннах,установлен,да,Литовская Республика
9800,Советск,Калининградский,55.082342,21.879756,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Литовская Республика
9801,"Советск (Русне, Юрбаркас)",Калининградский,55.084813,21.89674,СЗФО,РПП,0,2018,Грузы в тоннах,установлен,нет,Литовская Республика
9803,Соловьевск,Читинский,49.886726,115.713356,ДФО,АПП,2808,2018,Грузы в тоннах,установлен,да,Монголия
9804,Соловьевск,Читинский,49.8947,115.7575,ДФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Монголия
9808,Староцурухайтуйский,Читинский,50.199642,119.337367,ДФО,АПП,1915,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9809,Сторожинец,Псковский,58.574516,27.829775,СЗФО,ОПП,0,2018,Грузы в тоннах,установлен,нет,Эстонская Республика
9810,Суджа,Брянский,51.172627,35.139334,ЦФО,АПП,58543,2018,Грузы в тоннах,установлен,да,Украина
9811,Суземка,Брянский,52.318371,34.073437,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Украина
9812,Суоперя,Санкт-Петербургский,65.798791,30.109591,СЗФО,АПП,43107,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9815,Сювяоро,Санкт-Петербургский,61.501999,29.61031,СЗФО,АПП,1745,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9818,Тагиркент-Казмаляр,Северо-Кавказский,41.787765,48.54852,СКФО,АПП,121810,2018,Грузы в тоннах,установлен,да,Азербайджанская Республика
9820,Ташанта,Новосибирский,49.643629,89.44195,СФО,АПП,18590,2018,Грузы в тоннах,установлен,да,Монголия
9823,Теплое,Уральский,51.504733,51.543277,ПФО,АПП,84145,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9824,Тёткино,Брянский,51.2789,34.285,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9825,Тёткино (Бояро-Лежачи),Брянский,51.24417,34.298149,ЦФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9826,Тёткино (Рыжевка),Брянский,51.24413,34.298117,ЦФО,АПП,36023,2018,Грузы в тоннах,установлен,да,Украина
9828,Тишанка,Белгородский,50.391387,37.467621,ЦФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9831,Топольное,Новосибирский,50.918237,80.103876,СФО,АПП,5719,2018,Грузы в тоннах,установлен,да,Республика Казахстан
