,Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Количество по паспорту
9235,Илек-Пеньковка,Белгородский,50.751077,35.539322,ЦФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9236,"Илецк-1 (Жайсан, Шынгырлау)",Уральский,51.1568999998271,54.9952999986708,ПФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9237,Инари,Санкт-Петербургский,63.304965,31.004307,СЗФО,АПП,165,2017,Грузы в тоннах,установлен,да,0
9238,Иркутск,Читинский,52.272805,104.35571,СФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9239,Иртышское (Валиханово),Новосибирский,53.9109000004827,74.9037999995053,СФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9240,Исилькуль,Новосибирский,54.9219999983907,71.0168999992311,СФО,АПП,220174,2017,Грузы в тоннах,установлен,да,0
9241,Исилькуль,Новосибирский,54.909388,71.263429,СФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9242,Кавказ,Сочинский,45.341123,36.675162,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,109500000
9243,Казанское,Уральский,55.393328,69.338667,УФО,АПП,103919,2017,Грузы в тоннах,установлен,да,0
9244,Казань,Волгоградский,55.607409,49.301007,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9245,Кайсацкое,Волгоградский,49.743903,46.84589,ЮФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9246,Калининград,Калининградский,54.698798,20.475572,СЗФО,МПП,0,2017,Грузы в тоннах,установлен,да,76347780
9247,Калининград (Храброво),Калининградский,54.882897,20.585738,СЗФО,ВПП,0,2017,Грузы в тоннах,установлен,да,3650
9248,Калуга (Грабцево),Брянский,54.546743,36.366639,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,73
9249,Кандалакша,Мурманский,67.137782,32.41278,СЗФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9250,Кани-Курган,Хабаровский,50.197449,127.641475,ДФО,АПП,0,2017,Грузы в тоннах,установлен,да,0
9251,Карасук,Новосибирский,53.752359,78.053926,СФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9252,Караузек,Волгоградский,46.545927,48.637239,ЮФО,АПП,195459,2017,Грузы в тоннах,установлен,да,0
9253,"Карталы (Аксу, Бускуль)",Уральский,53.052333,60.643455,УФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9254,Кварцитный,Уральский,54.0258076869129,61.7458551561277,УФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,0
9255,Кемерово,Новосибирский,55.281972,86.119288,СФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9256,Керчь,Крымский,45.35556,36.476485,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9257,Клименки,Белгородский,50.0551,38.3698,ЦФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9258,Колотиловка,Белгородский,50.813564,35.415016,ЦФО,АПП,50483,2017,Грузы в тоннах,установлен,да,0
9259,Комсомольский,Уральский,51.576089,60.615823,ПФО,АПП,4954,2017,Грузы в тоннах,установлен,да,0
9260,Константиновка,Хабаровский,49.6167,127.9833,ДФО,СПП,0,2017,Грузы в тоннах,установлен,нет,0
9261,Корсаков,Владивостокский,46.620378,142.768422,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9262,Крабозаводский,Владивостокский,43.8262,146.7486,ДФО,МПП,0,2017,Грузы в тоннах,установлен,нет,0
9263,Краскино,Владивостокский,42.768502,130.470716,ДФО,АПП,30,2017,Грузы в тоннах,установлен,да,0
9264,Краснодар (Пашковский),Сочинский,45.033847,39.139303,ЮФО,ВПП,0,2017,Грузы в тоннах,установлен,да,11680
9265,Красноярск (Емельяново),Новосибирский,56.180887,92.482809,СФО,ВПП,0,2017,Грузы в тоннах,установлен,да,14600
9266,Крупец,Брянский,51.647524,34.137715,ЦФО,АПП,69330,2017,Грузы в тоннах,установлен,да,365000
9267,Крупп,Псковский,57.895767,27.817193,СЗФО,АПП,0,2017,Грузы в тоннах,установлен,да,0
9268,Крылово,Калининградский,54.3275,21.5533,СЗФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9269,Кубинка,Центральный аппарат,55.608359,36.630973,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9270,Куйбышево (Дьяково),Ростовский,47.829234,39.121442,ЮФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9271,Куйбышево (Мариновка),Ростовский,47.857207,38.858523,ЮФО,АПП,255471,2017,Грузы в тоннах,установлен,да,0
9272,Кулунда,Новосибирский,52.571772,78.935906,СФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9273,Кулунда (Шарбакты),Новосибирский,52.532284,78.630049,СФО,АПП,87134,2017,Грузы в тоннах,установлен,да,0
9274,Куничина Гора,Псковский,57.832371,27.595687,СЗФО,АПП,97624,2017,Грузы в тоннах,установлен,да,0
9275,Курган,Уральский,55.462743,65.411209,УФО,ВПП,0,2017,Грузы в тоннах,установлен,нет,0
9276,Курск,Брянский,51.748961,36.28221,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9277,Кызыл,Новосибирский,51.6761790217312,94.4050161608327,СФО,ВПП,0,2017,Грузы в тоннах,установлен,нет,0
9278,Кяхта,Читинский,50.325935,106.487149,ДФО,АПП,199979,2017,Грузы в тоннах,установлен,да,0
9279,Лаврентия,Владивостокский,65.587303,189.001955,ДФО,МПП,0,2017,Грузы в тоннах,установлен,нет,0
9280,Левашово,Санкт-Петербургский,60.090118,30.19562,СЗФО,ВПП,0,2017,Грузы в тоннах,установлен,нет,0
9281,Лесозаводск,Владивостокский,45.45465120376154,133.3778381347585,ДФО,СПП,0,2017,Грузы в тоннах,установлен,нет,0
9282,Липецк,Белгородский,52.698093,39.524867,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9283,Логачевка,Белгородский,49.999964,37.951784,ЦФО,АПП,55058,2017,Грузы в тоннах,установлен,да,0
9284,Локоть,Новосибирский,51.287835,81.103774,СФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9285,Локоть,Брянский,51.675,34.2175,ЦФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,0
9286,Ломаковка,Брянский,52.295003,32.647313,ЦФО,АПП,11488,2017,Грузы в тоннах,установлен,да,0
9287,Лотта,Мурманский,68.477378,28.477149,СЗФО,АПП,30712,2017,Грузы в тоннах,установлен,да,0
9288,Лудонка,Псковский,57.132236,27.774503,СЗФО,АПП,81087,2017,Грузы в тоннах,установлен,да,0
9289,Люття,Санкт-Петербургский,64.545064,29.994016,СЗФО,АПП,211195,2017,Грузы в тоннах,установлен,да,0
9290,Люття,Санкт-Петербургский,64.5496,30.665,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9291,Магадан,Владивостокский,59.564593,150.727889,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9292,Магадан (Сокол),Владивостокский,59.914596,150.731891,ДФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9293,Магас,Северо-Кавказский,43.3198770927679,45.012048912086,СКФО,ВПП,0,2017,Грузы в тоннах,установлен,нет,0
9294,Магнитогорск,Уральский,53.389447,58.760733,УФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9295,Макушино,Уральский,55.2213630695047,67.2304994999999,УФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9296,Малиновое Озеро,Новосибирский,51.595588,79.437002,СФО,АПП,4966,2017,Грузы в тоннах,установлен,да,0
9297,Мамоново,Калининградский,54.447689,19.898678,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9298,Мамоново (Гжехотки),Калининградский,54.424393,20.074312,СЗФО,АПП,540081,2017,Грузы в тоннах,установлен,да,0
9299,Мамоново (Гроново),Калининградский,54.439183,19.901304,СЗФО,АПП,547188,2017,Грузы в тоннах,установлен,да,0
9300,Мариинский,Уральский,52.319569,61.001741,УФО,АПП,43918,2017,Грузы в тоннах,установлен,да,0
9301,Марково,Владивостокский,45.550477,133.321171,ДФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9302,Марцево,Ростовский,47.2630000002682,38.8836000002921,ЮФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9303,Матвеев Курган,Ростовский,47.697363,38.683999,ЮФО,АПП,339122,2017,Грузы в тоннах,установлен,да,0
9304,Махалино,Владивостокский,42.681192,130.61768,ДФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9305,Махачкала,Северо-Кавказский,42.987707,47.508277,СКФО,МПП,0,2017,Грузы в тоннах,установлен,да,1204500
9306,Махачкала (Уйташ),Северо-Кавказский,42.820784,47.655825,СКФО,ВПП,0,2017,Грузы в тоннах,установлен,да,1095
9307,Маштаково,Уральский,51.853502,50.896097,ПФО,АПП,395583,2017,Грузы в тоннах,установлен,да,0
9308,Минеральные Воды,Ростовский,44.217512,43.087411,СКФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9309,Михайловка,Новосибирский,50.807859,81.965854,СФО,АПП,122931,2017,Грузы в тоннах,установлен,да,0
9310,Можаевка,Ростовский,48.759866,39.737029,ЮФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9311,Монды,Читинский,51.636004,100.860313,ДФО,АПП,12822,2017,Грузы в тоннах,установлен,да,0
9312,Морское,Калининградский,55.278507,20.963083,СЗФО,АПП,83087,2017,Грузы в тоннах,установлен,да,0
9313,Москальво,Владивостокский,53.547806,142.516746,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9314,Москва (Внуково),Центральный аппарат,55.603563,37.282957,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9315,Москва (Домодедово),Центральный аппарат,55.413263,37.899571,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9316,Москва (Шереметьево),Центральный аппарат,55.966194,37.416206,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9317,Мугур-Аксы,Новосибирский,50.35,90.5,СФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9318,Мурманск,Мурманский,68.785334,32.757483,СЗФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9319,Мурманск,Мурманский,68.97922,33.068085,СЗФО,МПП,0,2017,Грузы в тоннах,установлен,да,25516785
9320,Нальчик,Северо-Кавказский,43.50836,43.635906,СКФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9321,Нарьян-Мар,Мурманский,67.647187,53.002155,СЗФО,МПП,0,2017,Грузы в тоннах,установлен,нет,0
9322,Наушки,Читинский,50.388174,106.100215,ДФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9323,Находка,Владивостокский,42.808377,132.882515,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9324,Невельск,Владивостокский,46.676748,141.85372,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9325,Неверовская,Новосибирский,50.982706,81.519878,СФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9326,Невольное,Новосибирский,53.7267000004649,73.8075000010431,СФО,АПП,19457,2017,Грузы в тоннах,установлен,да,0
9327,Нежеголь,Белгородский,50.372308,36.850314,ЦФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9328,Нестеров,Калининградский,54.636192,22.73258,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9329,Нехотеевка,Белгородский,50.338847,36.28717,ЦФО,АПП,806926,2017,Грузы в тоннах,установлен,да,0
9330,Нижневартовск,Уральский,60.9506,76.493705,УФО,ВПП,0,2017,Грузы в тоннах,установлен,да,14600
9331,Нижнекамск (Бегишево),Волгоградский,55.564286,52.101209,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9332,Нижнеленинское,Хабаровский,47.975056,132.671355,ДФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9333,Нижнеленинское,Хабаровский,47.961278,132.669774,ДФО,СПП,0,2017,Грузы в тоннах,установлен,да,1004000
9334,Нижний Зарамаг,Северо-Кавказский,42.669885,44.025982,СКФО,АПП,380499,2017,Грузы в тоннах,установлен,да,0
9335,Нижний Новгород (Стригино),Волгоградский,56.218867,43.790918,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9336,Николаевка,Уральский,53.003526,62.129645,УФО,АПП,37342,2017,Грузы в тоннах,установлен,да,0
9337,Николаевск-на-Амуре,Хабаровский,53.132536,140.721297,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,873600
9338,Новобелая,Белгородский,49.7947,39.245439,ЦФО,АПП,0,2017,Грузы в тоннах,установлен,да,0
9339,Новокузнецк (Спиченково),Новосибирский,53.806618,86.870822,СФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9340,Новороссийск,Сочинский,44.720898,37.782973,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,169253.54
9341,Новосибирск (Толмачево),Новосибирский,55.009439,82.66736,СФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9342,Ново-Филя,Северо-Кавказский,41.708056,48.473279,СКФО,АПП,0,2017,Грузы в тоннах,установлен,да,0
9343,Новошахтинск,Ростовский,47.84551,39.760708,ЮФО,АПП,303590,2017,Грузы в тоннах,установлен,да,0
9344,Новые Юрковичи,Брянский,52.116365,31.811135,ЦФО,АПП,83633,2017,Грузы в тоннах,установлен,да,1825000
9345,Норильск (Алыкель),Мурманский,69.326404,87.348495,СФО,ВПП,0,2017,Грузы в тоннах,установлен,нет,0
9346,Одесское,Новосибирский,54.159304,72.792108,СФО,АПП,96750,2017,Грузы в тоннах,установлен,да,0
9347,Озинки,Волгоградский,51.216321,49.880509,ПФО,АПП,242254,2017,Грузы в тоннах,установлен,да,0
9348,Озинки,Волгоградский,51.194203,49.73407,ПФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9349,Олочи,Читинский,51.336732,119.873112,ДФО,АПП,0,2017,Грузы в тоннах,установлен,да,0
9350,Ольга,Владивостокский,43.729095,135.256376,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9351,Ольховка,Новосибирский,53.796579,75.051943,СФО,АПП,127201,2017,Грузы в тоннах,установлен,да,0
9352,Оля,Волгоградский,45.784045,47.547579,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,11000005
9353,Омск (Центральный),Новосибирский,55.08585,73.004372,СФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9354,Онега,Мурманский,63.902555,38.096453,СЗФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9355,Оренбург (Центральный),Уральский,51.7847,55.0986,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9356,Оренбург-2,Уральский,51.791509,55.458577,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9357,Орск,Уральский,51.084344,58.475364,ПФО,АПП,108732,2017,Грузы в тоннах,установлен,да,0
9358,Орск,Уральский,51.076832,58.593305,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9359,Орск,Уральский,51.086122,58.464716,ПФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9360,Остафьево,Центральный аппарат,55.502905,37.510583,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,18250
9361,Охотск,Хабаровский,59.350609,143.181925,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,346750
9362,Павловка,Новосибирский,53.401993,77.709242,СФО,АПП,89984,2017,Грузы в тоннах,установлен,да,0
9363,Павловка (Славгород),Новосибирский,52.924229,78.268375,СФО,АПП,19946,2017,Грузы в тоннах,установлен,да,0
9364,Пассажирский порт Санкт-Петербург,Санкт-Петербургский,59.949253,30.194513,СЗФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9365,Пашково,Хабаровский,48.884618,130.656092,ДФО,СПП,0,2017,Грузы в тоннах,установлен,нет,0
9366,Певек,Владивостокский,69.702388,170.259281,ДФО,МПП,0,2017,Грузы в тоннах,установлен,нет,0
9367,Перекоп,Крымский,46.215373,33.633651,ЮФО,АПП,73307,2017,Грузы в тоннах,установлен,да,0
9368,Пермь (Большое Савино),Уральский,57.919707,56.019552,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9369,Петрозаводск (Бесовец),Санкт-Петербургский,61.877346,34.155573,СЗФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9370,Петропавловск-Камчатский,Владивостокский,53.011834,158.648548,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9371,Петропавловск-Камчатский (Елизово),Владивостокский,53.169455,158.425596,ДФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9372,Петухово,Уральский,55.090975,68.242499,УФО,АПП,169137,2017,Грузы в тоннах,установлен,да,0
9373,Петухово,Уральский,55.070614,67.887333,УФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9374,Печоры-Псковские,Псковский,57.8357999995351,27.625300001353,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9375,Погар,Брянский,52.369862,33.243985,ЦФО,АПП,23528,2017,Грузы в тоннах,установлен,да,730000
9376,Пограничный,Калининградский,55.059774,22.590262,СЗФО,АПП,24799,2017,Грузы в тоннах,установлен,да,0
9377,Пограничный,Владивостокский,44.39917,131.259668,ДФО,АПП,52,2017,Грузы в тоннах,установлен,да,0
9378,Пограничный,Владивостокский,44.40663,131.37327,ДФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9379,Покровка,Читинский,53.343378,121.535043,ДФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9380,Покровка,Хабаровский,46.723319,134.02228,ДФО,СПП,0,2017,Грузы в тоннах,установлен,да,251000
9381,Полтавка,Владивостокский,44.018064,131.252823,ДФО,АПП,0,2017,Грузы в тоннах,установлен,да,0
9382,Полынный,Волгоградский,48.953911,46.789453,ЮФО,АПП,5548,2017,Грузы в тоннах,установлен,да,0
9383,Поронайск,Владивостокский,49.227984,143.116655,ДФО,МПП,0,2017,Грузы в тоннах,установлен,нет,0
9384,Посинь,Псковский,56.341761,28.248432,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,0
9385,Посьет,Владивостокский,42.64852,130.807844,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9386,Поярково,Хабаровский,49.614111,128.680416,ДФО,СПП,0,2017,Грузы в тоннах,установлен,да,426700
9387,Пригородное,Владивостокский,46.624142,142.910997,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,19654155
9388,Приморск,Санкт-Петербургский,60.335644,28.714162,СЗФО,МПП,0,2017,Грузы в тоннах,установлен,да,82500000
9389,Провидения,Владивостокский,64.419429,186.767839,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,409500
9390,Провидения Бухта,Владивостокский,64.384945,186.770517,ДФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9391,Псков,Псковский,57.814291,28.326674,СЗФО,РПП,0,2017,Грузы в тоннах,установлен,нет,0
9392,Псков (Кресты),Псковский,57.797501,28.39244,СЗФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9393,Пыталово,Псковский,57.0645000003278,27.9111000001431,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9394,Разъезд Карьер 122 км,Ростовский,48.6833,39.75,ЮФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,0
9395,Разъезд Выстрел,Белгородский,50.008735,38.19259,ЦФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,0
9396,Ровеньки,Белгородский,49.806705,38.959084,ЦФО,АПП,113983,2017,Грузы в тоннах,установлен,да,0
9397,Ростов (Центральный),Ростовский,47.276091,39.634112,ЮФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9398,Ростов-на-Дону,Ростовский,47.208877,39.705847,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9399,Ростов-на-Дону (Платов),Ростовский,47.488342,39.929081,ЮФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9400,Рыбачий,Калининградский,55.1583999991417,20.8500000014901,СЗФО,РПП,0,2017,Грузы в тоннах,установлен,да,0
9401,Сабетта,Мурманский,71.279491,72.061412,УФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9402,Сабетта,Мурманский,71.219395,72.047648,УФО,МПП,0,2017,Грузы в тоннах,установлен,да,17849960
9403,Сагарчин,Уральский,50.857938,56.142094,ПФО,АПП,228194,2017,Грузы в тоннах,установлен,да,0
9404,Салла,Мурманский,66.944902,29.038847,СЗФО,АПП,75968,2017,Грузы в тоннах,установлен,да,0
9405,Самара (Курумоч),Волгоградский,53.50898,50.151718,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,27375
9406,Санкт-Петербург-Финляндский,Санкт-Петербургский,59.955817,30.356343,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9407,Санкт-Петербург (Пулково),Санкт-Петербургский,59.800311,30.26996,СЗФО,ВПП,0,2017,Грузы в тоннах,установлен,да,34999.85
9408,Саранск,Волгоградский,54.14783,45.221158,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,нет,0
9409,Саратов (Гагарин),Волгоградский,51.558451,46.031133,ПФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9410,Светлый,Уральский,50.710306,61.02061,ПФО,АПП,7647,2017,Грузы в тоннах,установлен,да,0
9411,Светогорск,Санкт-Петербургский,61.123856,28.841682,СЗФО,АПП,702634,2017,Грузы в тоннах,установлен,да,0
9412,Светогорск,Санкт-Петербургский,61.118075,28.845818,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9413,Себеж,Псковский,56.3053999990225,28.4697999991477,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9414,Севастополь,Крымский,44.614917,33.526481,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9415,Симферополь,Крымский,45.019546,33.997492,ЮФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9416,Симферополь,Крымский,44.961745,34.082217,ЮФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,0
9417,Скангали,Псковский,56.8999,27.743,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,0
9418,Сковородино,Хабаровский,53.441899,123.967124,ДФО,СПП,0,2017,Грузы в тоннах,установлен,да,21900
9419,Советск,Калининградский,55.082342,21.903888,СЗФО,АПП,151204,2017,Грузы в тоннах,установлен,да,0
9420,Советск,Калининградский,55.082342,21.879756,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9421,"Советск (Русне, Юрбаркас)",Калининградский,55.084813,21.89674,СЗФО,РПП,0,2017,Грузы в тоннах,установлен,нет,0
9422,Советская Гавань,Хабаровский,48.97797,140.286373,ДФО,МПП,0,2017,Грузы в тоннах,установлен,да,3690150
9423,Соловьевск,Читинский,49.886726,115.713356,ДФО,АПП,2688,2017,Грузы в тоннах,установлен,да,0
9424,Соловьевск,Читинский,49.8947,115.7575,ДФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9425,Сочи,Сочинский,43.448578,39.941161,ЮФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9426,Сочи,Сочинский,43.581097,39.718198,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,5000000
9427,Ставрополь (Шпаковское),Ростовский,45.112537,42.104765,СКФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9428,Староцурухайтуйский,Читинский,50.199642,119.337367,ДФО,АПП,2290,2017,Грузы в тоннах,установлен,да,0
9429,Сторожинец,Псковский,58.574516,27.829775,СЗФО,ОПП,0,2017,Грузы в тоннах,установлен,нет,0
9430,Суджа,Брянский,51.172627,35.139334,ЦФО,АПП,79858,2017,Грузы в тоннах,установлен,да,547500
9431,Суземка,Брянский,52.318371,34.073437,ЦФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9432,Суоперя,Санкт-Петербургский,65.798791,30.109591,СЗФО,АПП,47672,2017,Грузы в тоннах,установлен,да,0
9433,Сургут,Уральский,61.340063,73.405016,УФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9434,Сыктывкар,Мурманский,61.663804,50.851443,СЗФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9435,Сювяоро,Санкт-Петербургский,61.501999,29.61031,СЗФО,АПП,1822,2017,Грузы в тоннах,установлен,да,0
9436,Таганрог,Ростовский,47.205283,38.950843,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,0
9437,Таганрог (Южный),Ростовский,47.197077,38.877235,ЮФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9438,Тагиркент-Казмаляр,Северо-Кавказский,41.787765,48.54852,СКФО,АПП,154334,2017,Грузы в тоннах,установлен,да,182500
9439,Тамань,Сочинский,45.133751,36.670166,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,91250000
9440,Ташанта,Новосибирский,49.643629,89.44195,СФО,АПП,17847,2017,Грузы в тоннах,установлен,да,0
9441,Тверь (Мигалово),Центральный аппарат,56.829673,35.755184,ЦФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9442,Темрюк,Сочинский,45.321156,37.368688,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,2977670
9443,Теплое,Уральский,51.504733,51.543277,ПФО,АПП,89806,2017,Грузы в тоннах,установлен,да,0
9444,Тёткино,Брянский,51.2789,34.285,ЦФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,0
9445,Тёткино (Бояро-Лежачи),Брянский,51.24417,34.298149,ЦФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9446,Тёткино (Рыжевка),Брянский,51.24413,34.298117,ЦФО,АПП,72672,2017,Грузы в тоннах,установлен,да,0
9447,Титовка,Ростовский,48.995,39.7369,ЮФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9448,Тишанка,Белгородский,50.391387,37.467621,ЦФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9449,Тобольск (Ремезов),Уральский,58.061721,68.330397,УФО,ВПП,0,2017,Грузы в тоннах,установлен,нет,0
9450,Томск (Богашево),Новосибирский,56.388117,85.209445,СФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9451,Топольное,Новосибирский,50.918237,80.103876,СФО,АПП,4694,2017,Грузы в тоннах,установлен,да,0
9452,Торфяновка,Санкт-Петербургский,60.596099,27.913096,СЗФО,АПП,874626,2017,Грузы в тоннах,установлен,да,0
9453,Третьяково,Новосибирский,50.866700001061,81.895300000906,СФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9454,Троебортное,Брянский,51.881005,34.337551,ЦФО,АПП,214285,2017,Грузы в тоннах,установлен,да,2007500
9455,"Троицк (Кайрак, Магнай)",Уральский,54.1130000017583,61.5698999986053,УФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,0
9456,Туапсе,Сочинский,44.093643,39.074688,ЮФО,МПП,0,2017,Грузы в тоннах,установлен,да,34631930
9457,Турий Рог,Владивостокский,45.262249,131.978153,ДФО,АПП,0,2017,Грузы в тоннах,установлен,да,0
9458,Тюмень (Рощино),Уральский,57.181153,65.349182,УФО,ВПП,0,2017,Грузы в тоннах,установлен,да,0
9459,Убур-Тохтор,Читинский,50.4167,113.8333,ДФО,АПП,0,2017,Грузы в тоннах,установлен,нет,0
9460,Убылинка,Псковский,56.87317,27.833766,СЗФО,АПП,76591,2017,Грузы в тоннах,установлен,да,0
9461,Углегорск,Владивостокский,49.076574,142.033563,ДФО,МПП,0,2017,Грузы в тоннах,установлен,нет,0
